Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
95d39b3f-59b1-5c67-7720-9dd7dcf791bf,2013-03-30,,999-60-9539,,,,Alec433,,Lemke654,,,,white,nonhispanic,M,Bozeman  Montana  US,199 Gutmann Light,Laurel,Montana,Yellowstone County,30111.0,59044,45.58536123670334,-108.7193213137182,2725.21,47246.99,12320
59cec326-f75e-34ff-2349-6ad7aec11780,2002-10-28,,999-76-8915,S99998071,X55398536X,Mr.,Wiley422,Andre610,Watsica258,,,,white,nonhispanic,M,Kalispell  Montana  US,174 Fritsch Tunnel Apt 98,Helena Valley Northwest,Montana,Lewis and Clark County,,0,46.77828115267027,-112.06541172848117,60000.21,46950.55,62735
12d48c14-a12e-14e9-1ae3-d249b3b9077d,1977-02-25,,999-67-6216,S99976289,X37896321X,Mrs.,Sondra191,,Vandervort697,,Rogahn59,M,white,nonhispanic,F,Black Eagle  Montana  US,1083 Bahringer Ville Apt 77,Billings,Montana,Yellowstone County,30111.0,59105,45.78452555366572,-108.69776404711092,277124.72,563442.71,132109
d8ec2337-052c-0fbb-c32a-0814d32409f3,2014-08-12,,999-26-1916,,,,Pearline482,Alline927,Erdman779,,,,native,nonhispanic,F,Billings  Montana  US,389 Gibson Fort Apt 64,Hays,Montana,Blaine County,30005.0,59527,48.04551320915718,-108.80922131306586,33565.39,13495.24,35284
4d454792-61c4-2593-a851-dfdb2e3b51e7,1982-04-26,,999-82-5584,S99925979,X72013503X,Mr.,Dick869,Anderson154,Schinner682,,,D,white,nonhispanic,M,Billings  Montana  US,752 Renner Light Apt 27,Red Lodge,Montana,Carbon County,30009.0,59007,45.22719640899254,-109.21621554474302,423169.31,297760.32,78297
8852f614-576f-eb3e-bf19-2d06c77af3cb,1967-11-13,,999-18-3137,S99933831,X15058274X,Mr.,Jerald662,Jorge203,Jacobson885,,,M,white,nonhispanic,M,Billings  Montana  US,381 Conroy Branch,Baker,Montana,Fallon County,30025.0,59313,46.30627011281333,-104.25996774779024,439234.74,358449.16,62638
78566547-cbef-44e5-14f2-b9a57386d7ab,2014-12-28,,999-10-5365,,,,Lucien408,Fausto876,Luettgen772,,,,white,nonhispanic,M,Missoula  Montana  US,831 Hickle Vista,Plentywood,Montana,Sheridan County,30091.0,59254,48.74428265301487,-104.5914572550248,14467.67,28418.46,47529
124a80ee-e604-09cd-853b-dd898818c4f5,2019-01-17,,999-87-5497,,,,Mickey576,,McGlynn426,,,,white,nonhispanic,M,Bozeman  Montana  US,387 O'Conner Route Suite 24,Lewistown,Montana,Fergus County,30027.0,59457,46.97061102017378,-109.51074623987348,1750.0,35990.02,16518
10bc6fdc-8ffc-d91f-db42-ebcc1fa3cfec,1998-04-06,,999-10-7990,S99914341,X53798138X,Mr.,Monte325,Ron353,Boyle917,,,,white,nonhispanic,M,Whitefish  Montana  US,865 Huels Spur Suite 51,Billings,Montana,Yellowstone County,30111.0,59102,45.61447989644103,-108.3906067031674,48115.58,30525.73,73068
7a6086d6-2e89-32d3-d9f6-3cb1c8a70738,1977-08-22,,999-29-1276,S99940095,X33035326X,Mrs.,Kelly223,Elena945,Grant908,,Cormier289,D,white,nonhispanic,F,Helena Flats  Montana  US,721 Simonis Well Unit 6,Billings,Montana,Yellowstone County,30111.0,59105,45.76445914950865,-108.57094147489988,339450.01,469753.92,52568
97cd6906-58d4-628d-fad9-965b16247ff4,1965-09-16,,999-96-9120,S99989430,X25866926X,Mr.,Randolph418,Michael441,Purdy2,,,M,white,nonhispanic,M,Billings  Montana  US,622 Murray Ranch,Red Lodge,Montana,Carbon County,30009.0,59007,45.15808840901872,-109.2393960728418,21264.5,351858.92,21601
23f0e40e-fbbc-34d3-506e-283a82942d8f,1995-11-19,,999-44-1148,S99992457,X76465545X,Mr.,Ed239,Earl438,Raynor401,,,M,white,nonhispanic,M,North Browning  Montana  US,133 Parisian Trailer,Great Falls,Montana,Cascade County,30013.0,59401,47.65740492898379,-111.28096128105015,120102.03,0.0,101434
d2ae7767-f8a2-4496-6715-76692e5dd61e,2012-11-18,,999-83-7918,,,,Bob965,Lance203,Mayer370,,,,white,nonhispanic,M,Missoula  Montana  US,593 Crona Promenade,Great Falls,Montana,Cascade County,30013.0,59401,47.47456134310255,-111.30647543954186,2599.51,50405.57,14296
2673c81c-68fd-02e6-45d6-3e02394ab199,1997-08-30,,999-25-2669,S99936753,X78426956X,Mr.,Donald774,Gilbert263,Kohler843,,,S,white,nonhispanic,M,Rexford  Montana  US,555 Collins Rest,Hays,Montana,Blaine County,30005.0,59527,48.07734476963031,-108.7805497630184,155356.08,773266.79,25237
0af813a7-b882-cb38-7ded-d41340daa620,1931-06-30,1999-05-10,999-86-3387,S99975972,X84468498X,Mrs.,Ludivina884,Alison204,Hyatt152,,King743,M,white,nonhispanic,F,Baker  Montana  US,616 Little Lodge Unit 24,Churchill,Montana,Gallatin County,,0,45.78456390228988,-111.2939594266702,972911.07,143877.71,97958
162ad34d-0fe9-5b32-bb52-fea0944cb6e6,2004-06-01,,999-99-6351,S99988824,X52547267X,Ms.,Cherry401,,Moore224,,,,white,nonhispanic,F,Kalispell  Montana  US,273 Pollich Park Apt 91,Missoula,Montana,Missoula County,30063.0,59803,46.85853055947002,-113.96688890787698,123948.19,661326.16,68183
28649d1a-0c04-087c-30cf-3267e82c08da,2013-05-10,,999-29-5148,,,,Nannie905,Joelle163,Von197,,,,white,nonhispanic,F,Billings  Montana  US,906 Greenholt Glen,Helena,Montana,Lewis and Clark County,30049.0,59601,46.49365382609013,-112.1791289773039,1950.0,27550.49,20870
795937b0-f1b1-6c61-e52c-d29f2db6b6b9,1969-01-16,,999-91-3798,S99974606,X51376281X,Mr.,Cruz300,Colin861,Hoeger474,,,D,native,nonhispanic,M,Winston  Montana  US,296 Hegmann Highlands Apt 18,Billings,Montana,Yellowstone County,30111.0,59105,45.66035595684672,-108.42697111143984,51322.57,831444.41,469600
68b346ef-e2dd-cb93-3b36-7682c811ce05,1987-06-11,,999-57-9171,S99927861,X58190089X,Mr.,George991,,Parisian75,,,D,white,hispanic,M,Missoula  Montana  US,880 Pfannerstill Junction,Great Falls,Montana,Cascade County,30013.0,59405,47.51018297196386,-111.2857465840979,83943.65,0.0,71923
6ef403d4-fb7c-27b4-e906-b92d305fa47d,1966-03-02,,999-81-5126,S99942029,X63827875X,Mrs.,Kitty323,Zada604,Stehr398,,Denesik803,D,other,nonhispanic,F,Orchard Homes  Montana  US,865 Gutkowski Harbor Unit 37,Miles City,Montana,Custer County,30017.0,59301,46.37859165212678,-105.94480933566074,605652.87,224343.75,96798
237af6fa-c17c-d2ea-7987-1789e6b1f412,1953-06-07,1986-08-14,999-16-4352,S99932619,X15590577X,Mrs.,Katheleen349,,Bailey598,,Kilback373,M,white,nonhispanic,F,Missoula  Montana  US,587 Batz Road,Helena,Montana,Lewis and Clark County,30049.0,59602,46.7250883625286,-111.94282942449288,624610.4,90861.19,44662
a6f8cc1b-226b-951b-5603-d3dd8b0e23a5,1975-07-25,2016-05-21,999-77-8716,S99982417,X18373940X,Mrs.,Dorris197,,Rohan584,,Auer97,M,white,nonhispanic,F,Bozeman  Montana  US,1092 Brekke Ranch Unit 71,Big Sky,Montana,Gallatin County,30031.0,59716,45.08635795125733,-111.45313141661042,399225.08,442314.4,49621
7730db24-3575-8e13-026a-de5651937e86,1993-12-17,,999-77-5569,S99983007,X38775249X,Mr.,Charles364,Jasper743,Borer986,,,M,native,nonhispanic,M,Helena  Montana  US,196 Ratke Crossroad,Sangrey,Montana,Hill County,,0,48.301615349662846,-109.85663234055323,116133.77,29391.15,136134
fa03b056-6ff4-6481-b487-554cca92f6ef,1965-09-17,,999-88-8896,S99919317,X36940109X,Mrs.,Melani888,Valda518,Turcotte120,,Pouros728,M,native,nonhispanic,F,Missoula  Montana  US,226 Streich Union,Columbia Falls,Montana,Flathead County,30029.0,59912,48.45086208615909,-114.13571366420295,13950.09,433670.71,15560
09f51984-06b4-8a37-433c-512d08ab1b3f,1975-02-23,,999-84-7055,S99963378,X5358203X,Mrs.,Shanelle862,Spring819,White193,,MacGyver246,M,white,nonhispanic,F,Missoula  Montana  US,900 Nolan Approach Suite 28,Missoula,Montana,Missoula County,30063.0,59808,46.9035492403017,-114.26036845232515,740655.66,509041.01,42985
41af4399-7e4d-ca4c-391c-ba2c6a0741b1,1972-03-30,,999-16-3474,S99932001,X31641053X,Mr.,Myron933,Rich940,Barton704,,,M,white,hispanic,M,Evergreen  Montana  US,550 Botsford Wall Suite 38,Lame Deer,Montana,Rosebud County,30087.0,59043,45.59610513105832,-106.67440506855706,60081.57,63398.33,88534
ac3d60de-bc52-7354-2c94-171a66355efe,1945-09-05,,999-16-9763,S99965715,X42375368X,Mr.,Kenton313,,Quigley282,,,M,white,nonhispanic,M,Corvallis  Montana  US,776 McKenzie Branch,Helena,Montana,Lewis and Clark County,30049.0,59635,46.54945479856238,-111.7954810500215,437416.73,495795.06,97218
89853b19-1bdf-52cf-c7d6-75ba311026e7,1972-05-27,,999-56-8523,S99964355,X66197828X,Mr.,Gerald181,Sanford861,Haley279,,,M,white,nonhispanic,M,Great Falls  Montana  US,783 White Dale,Forsyth,Montana,Rosebud County,30087.0,59327,46.19182674233565,-106.63066452938116,61792.47,56071.84,74289
084cd317-2f2a-d682-c62b-640277fc4e57,2014-05-13,,999-90-5404,,,,Aldo414,Luigi346,Senger904,,,,white,nonhispanic,M,Browning  Montana  US,392 Bartoletti Route Unit 65,Bozeman,Montana,Gallatin County,30031.0,59715,45.62512053475078,-111.00994740689704,13936.68,4980.05,31527
4ab56a80-488c-d7a5-564e-8fad0156c21a,1973-10-21,,999-82-2330,S99934360,X22087189X,Mr.,Chang901,Christian753,Larkin917,,,M,white,nonhispanic,M,Bozeman  Montana  US,753 Marquardt Ramp,Whitefish,Montana,Flathead County,30029.0,59937,48.436925586958274,-114.41231266138504,12098.95,187004.74,13594
7340449f-0675-30b8-507f-3e52eb70a888,1992-12-09,,999-28-5967,S99919510,X22507604X,Mr.,Thaddeus38,Arnulfo253,Mueller846,,,M,white,nonhispanic,M,Bonner-West Riverside  Montana  US,625 McGlynn Way,Bozeman,Montana,Gallatin County,30031.0,59718,45.58573490958794,-111.12606694414065,61895.49,22652.08,32941
5a71b444-755d-fa14-a03c-9049001600a2,1956-04-04,1960-09-21,999-24-9188,,,,Gloria696,Margot418,Cassin499,,,,white,nonhispanic,F,Missoula  Montana  US,508 Murphy Common Apt 98,Roundup,Montana,Musselshell County,30065.0,59072,46.47886107760662,-108.54776724450556,186709.99,131060.04,60405
31da3e73-09dd-f12b-ec1f-ab98d1ab334f,1984-04-23,,999-90-2770,S99977445,X82231298X,Ms.,Ladawn167,Kristy290,Labadie908,,,S,white,nonhispanic,F,Great Falls  Montana  US,229 Rowe Flat,Missoula,Montana,Missoula County,30063.0,59804,46.83132384225903,-114.02271905920134,170254.32,185936.78,148792
b1ce655c-2ba2-1643-492d-0ba6fce267e8,1972-01-31,,999-14-1588,S99913691,X70557878X,Mrs.,Tina856,Edie35,Mertz280,,Toy286,M,white,nonhispanic,F,Billings  Montana  US,305 Dooley Common Suite 53,Big Sky,Montana,Gallatin County,30031.0,59716,45.03239475664064,-111.53619717562124,626651.53,384549.04,54064
f5c20415-643a-9afe-46e0-dbedb93b6597,1991-09-28,,999-34-9540,S99968816,X37664008X,Mrs.,Autumn454,,Jenkins714,,Prohaska837,M,white,nonhispanic,F,Helena Valley Southeast  Montana  US,358 MacGyver Alley,Belgrade,Montana,Gallatin County,30031.0,59714,45.81868314437544,-111.12738876042552,24103.4,1020052.7,127370
b5648335-ca9e-9a9a-8bd2-d07d6a4112cd,1976-03-29,,999-91-7408,S99934463,X50879338X,Mrs.,Margherita470,,Yundt842,,Rutherford999,D,white,nonhispanic,F,Great Falls  Montana  US,147 Kassulke Ramp,Bozeman,Montana,Gallatin County,30031.0,59715,45.55694633193672,-111.11604416594952,206725.25,802265.03,122051
9b579f76-031c-1f7f-003c-ee10752342cc,2020-12-11,,999-77-2114,,,,Jayna69,Shaunte610,Greenholt190,,,,white,nonhispanic,F,Columbia Falls  Montana  US,625 Rosenbaum Ramp,Evergreen,Montana,Flathead County,30029.0,59901,48.21356399119769,-114.37642377205404,10951.67,17472.53,97204
3b67e851-b041-c40b-0c97-1612284c68b0,1958-10-22,,999-18-6063,S99991964,X73727470X,Mr.,Noel608,Rodger755,Ullrich385,,,D,asian,nonhispanic,M,Hanoi  Hà Đông  VN,945 Spencer Ranch,Bozeman,Montana,Gallatin County,30031.0,59715,45.54166251523072,-111.1152572481532,298194.43,163408.07,126180
cd7bfeff-b724-d09a-b518-f9030f46ecd8,1994-08-31,,999-36-3771,S99944812,X13985581X,Mr.,Dario75,Elbert916,Bartell116,,,M,white,nonhispanic,M,Orchard Homes  Montana  US,556 Farrell Key Unit 11,Missoula,Montana,Missoula County,30063.0,59802,46.99346933043238,-114.13317243520372,133386.45,30876.8,51120
a180d0e2-bf46-cde2-4f16-f14013fc7957,1974-07-03,,999-36-1049,S99934428,X56194949X,Ms.,Sunshine777,Suzann567,Hegmann834,,,S,white,nonhispanic,F,Sidney  Montana  US,347 Olson Mall Unit 84,Lolo,Montana,Missoula County,30063.0,59847,46.68136050988612,-114.43521312123124,802445.54,4112.79,106775
e9d603b8-55cf-01fb-9f2c-c30be91d422e,2018-01-09,,999-97-8697,,,,Fredric73,Barrett790,Brekke496,,,,white,nonhispanic,M,Helena Valley West Central  Montana  US,160 Weimann Bay,Missoula,Montana,Missoula County,30063.0,59808,46.8597716694867,-113.96697444406242,15268.84,0.0,194262
684b34ce-883f-e79a-e323-3e21f03081c0,2017-12-11,,999-96-4762,,,,Filiberto722,Ferdinand55,Sporer811,,,,native,nonhispanic,M,Columbia Falls  Montana  US,945 Satterfield Lodge Suite 26,Colstrip,Montana,Rosebud County,30087.0,59327,46.25002782445505,-106.67913267166956,13879.22,15518.16,183343
899c7bba-0b28-de3c-a102-f30667b16aa4,2013-10-24,,999-32-6186,,,,Susy776,Leana211,Hilpert278,,,,white,nonhispanic,F,Helena  Montana  US,536 Mann Heights,Lewistown,Montana,Fergus County,30027.0,59457,47.18434002127641,-109.3582873495123,2048.53,31568.89,20752
4ef9c803-3e84-cd31-41bb-206c4ff7bd99,1986-12-08,,999-84-7427,S99989874,X50059064X,Mrs.,Karren465,Yetta429,Fay398,,Block661,M,white,nonhispanic,F,Great Falls  Montana  US,803 Gibson Green Apt 98,Livingston,Montana,Park County,30067.0,59047,45.566945709053385,-110.5758886480956,407186.25,42184.89,67746
a74a2b28-8d24-c79a-d60a-64ff4fa9c570,2012-09-29,,999-58-2811,,,,Lauren941,,Hartmann983,,,,white,nonhispanic,F,Missoula  Montana  US,173 Doyle Mall Unit 71,Helena,Montana,Lewis and Clark County,30049.0,59601,46.543185711122014,-112.20238863069578,142760.86,0.0,83483
5afedbc5-e1cd-3f3d-1d9f-175ad5629d07,2011-03-21,,999-94-6492,,,,Benjamín452,Patricio639,Meléndez48,,,,native,hispanic,M,Gaudalajara  Jalisco  MX,465 Schneider Row,Busby,Montana,Big Horn County,30003.0,59016,45.35342771187509,-106.90461944744516,54492.56,12393.21,74133
a1376d2b-a5b9-7460-e72f-c37683c0fa31,2012-08-14,,999-15-1724,,,,Giovanna377,,Schowalter414,,,,white,nonhispanic,F,Great Falls  Montana  US,910 Leannon Annex Apt 63,Greycliff,Montana,Sweet Grass County,30097.0,59033,45.704566411441306,-109.70694066271246,49391.46,7443.99,42988
ec48b2d9-8a6d-be95-1ba7-c1d1bfdd8d18,2015-05-14,,999-65-7465,,,,Milton509,,Hudson301,,,,white,nonhispanic,M,Ulm  Montana  US,317 Hane Gateway Unit 34,Billings,Montana,Yellowstone County,30111.0,59102,45.818294658729016,-108.6527884441223,2435.38,40063.08,17777
578c301a-b09c-882f-a7e6-0b6a20c266c3,1984-02-19,,999-41-1174,S99956732,X11990669X,Mr.,James276,,O'Conner199,,,M,white,nonhispanic,M,Missoula  Montana  US,621 O'Kon Lodge Apt 98,Townsend,Montana,Broadwater County,30007.0,59644,46.38229859405141,-111.4574574496048,7328.17,93544.54,10626
a12f900a-4557-a24d-1f62-2d3a5cff54be,2003-01-02,,999-91-7979,S99920469,X36822277X,Mr.,Clay913,Tracey100,Okuneva707,,,,white,nonhispanic,M,Great Falls  Montana  US,764 Labadie Promenade Unit 96,Great Falls,Montana,Cascade County,30013.0,59401,47.608197552679904,-111.33671630145744,76509.55,42461.91,48634
cf58f617-b6b1-b039-d780-925b7b830e2a,1947-01-30,,999-57-3268,S99937396,X85388884X,Mr.,Nestor901,Ed239,Kuphal363,,,W,white,nonhispanic,M,Hobson  Montana  US,400 Schuster Vale Unit 2,Thompson Falls,Montana,Sanders County,30089.0,59873,47.69905060067171,-115.292161354106,41628.41,883074.41,16063
8789278a-19db-190d-5eb0-1e3f9dd13dba,1952-10-22,2011-05-27,999-50-9362,S99930646,X29183730X,Mr.,Marcellus830,Rudy520,Keebler762,,,S,white,nonhispanic,M,Bozeman  Montana  US,372 Bashirian Rest,Red Lodge,Montana,Carbon County,30009.0,59007,45.21648957374104,-109.28989985102022,272048.67,72003.19,119875
48e58257-122a-4a53-6f07-57676b8fced6,1966-01-09,,999-18-9093,S99992071,X45488493X,Mr.,Ian270,Kendrick479,Nolan344,,,D,white,nonhispanic,M,Ulm  Montana  US,892 Brown Spur Suite 19,Dillon,Montana,Beaverhead County,30001.0,59725,45.05377693135127,-112.84955131326124,166275.36,0.0,108007
2dbc7d3e-3f8f-d197-b01b-c3b69d810db7,2007-08-29,,999-71-7587,S99996583,,Ms.,Mireille557,Julieta402,Willms744,,,,white,nonhispanic,F,Billings  Montana  US,606 Hahn Road Unit 65,Clyde Park,Montana,Park County,30067.0,59018,45.82143820598769,-110.5500666955486,50449.17,8316.82,48777
9d98885e-cc46-21b9-e502-2094f0818ecf,1973-05-26,,999-96-6751,S99911942,X8858037X,Mr.,Diego848,,Kihn564,,,S,white,nonhispanic,M,Cut Bank  Montana  US,473 Will Walk Unit 84,Pray,Montana,Park County,30067.0,59065,45.25384858324464,-110.66845346686404,116465.02,19085.89,56537
4d5f35e1-9f4d-814d-0790-7024a76cf3e1,1951-05-22,,999-36-8447,S99926967,X57983333X,Mrs.,Easter642,,Breitenberg711,,Conroy74,M,white,nonhispanic,F,Billings  Montana  US,806 Fritsch Orchard Apt 70,Havre,Montana,Hill County,30041.0,59501,48.56967382982652,-109.630221255891,196305.78,983001.75,25524
e4f4c65c-9107-8105-1af7-b776e32dc769,1959-12-09,,999-22-2829,S99958506,X37192381X,Mrs.,Shena75,Glynis780,Fisher429,,Kerluke267,D,white,nonhispanic,F,Helena Valley Northwest  Montana  US,956 Cremin Brook Apt 67,Kalispell,Montana,Flathead County,30029.0,59901,48.27466008987172,-114.36352161466324,226447.86,1100316.86,4364
5499ab4a-ca50-81af-21bd-6ab072cf08b4,1961-10-29,,999-50-7654,S99931670,X6463282X,Mrs.,Tamra871,,Spencer878,,Abernathy524,M,white,nonhispanic,F,Billings  Montana  US,478 Fahey Rapid Suite 23,Kalispell,Montana,Flathead County,30029.0,59901,48.2431188888544,-114.34037972816408,265135.32,431267.59,142447
a2496000-fffd-d48e-1d1e-0a2f0d46bf8f,1968-04-23,,999-16-6066,S99959816,X87257996X,Mrs.,Bernetta267,Michaela318,Mertz280,,Ratke343,M,white,nonhispanic,F,Helena  Montana  US,825 Rodriguez Brook,Billings,Montana,Yellowstone County,30111.0,59106,45.79567332833919,-108.52626818806894,1136850.35,298422.91,50042
2388f92a-f49e-28f2-733f-213c874be08e,1959-04-22,,999-22-6517,S99986643,X7377821X,Mr.,Ty725,Merle11,Boyle917,,,S,white,nonhispanic,M,Bozeman  Montana  US,561 Gleason Union Apt 79,Clancy,Montana,Jefferson County,30043.0,59634,46.51997646089531,-111.91266099422016,150553.0,37830.67,69534
940c8690-b2f7-fe29-4713-397426df3dd9,1950-07-10,,999-49-4425,S99946702,X54632221X,Mrs.,Cristina921,Kandy733,Roberts511,,Corwin846,D,white,nonhispanic,F,Missoula  Montana  US,815 Kunze Ville Suite 4,Stevensville,Montana,Ravalli County,30081.0,59870,46.5452584840033,-114.05580586887142,44182.28,2019195.18,81398
74cdec0a-7d4e-0beb-e7e8-4c255fbf5775,1951-06-07,,999-73-4992,S99980334,X84064507X,Mrs.,Katharyn928,Leanora120,Mitchell808,,Krajcik437,M,white,nonhispanic,F,East Missoula  Montana  US,430 Hills Extension,Columbia Falls,Montana,Flathead County,30029.0,59912,48.38632918740495,-114.12430320394364,254670.74,350859.41,32859
a2316f4b-6134-e25c-915a-3e7f159c88d1,1957-01-12,,999-75-9085,S99919114,X33789464X,Mr.,Ignacio928,Dalton260,Rath779,,,M,white,nonhispanic,M,Lockwood  Montana  US,331 Rolfson Highlands Suite 28,Livingston,Montana,Park County,30067.0,59047,45.7000217866218,-110.54345970208946,205046.26,62591.22,42082
0c124ae3-3efe-e21a-dda4-95302025a12a,1942-08-16,,999-31-2275,S99961387,X37429352X,Mr.,Whitney250,Arden380,Schuppe920,,,M,white,nonhispanic,M,Roundup  Montana  US,404 Jerde Spur Apt 59,Bozeman,Montana,Gallatin County,30031.0,59715,45.603322875671736,-111.12405492455724,431827.7,473219.91,71678
ff1617e1-32f3-525a-090b-f9b5ac2ed64d,1953-11-23,,999-99-4358,S99951042,X29349171X,Mrs.,Larraine124,Stephani232,Ryan260,,Boehm581,M,white,nonhispanic,F,Great Falls  Montana  US,847 Abernathy Viaduct,Kalispell,Montana,Flathead County,30029.0,59901,48.21991903471592,-114.34407840558828,1205406.73,725222.36,75572
38f0730a-10d0-9e8e-1fcc-b5059520721d,2016-01-21,,999-33-8242,,,,Eliza161,Marquitta546,Streich926,,,,white,nonhispanic,F,Fort Peck  Montana  US,855 VonRueden Park,Pinesdale,Montana,Ravalli County,30081.0,59841,46.36937135696783,-114.1852904665005,12155.69,6439.25,25164
81b43486-cff7-a686-a819-d36e18bc0149,2025-02-18,,999-41-3400,,,,Domenic627,Ivan258,Goyette777,,,,white,nonhispanic,M,Augusta  Montana  US,239 Rempel Bridge,Missoula,Montana,Missoula County,30063.0,59801,46.91901544880755,-113.92010927663866,4358.32,0.0,60144
b2dd44f4-0dea-a38f-82db-baf5c6e85b78,2020-01-26,,999-82-2543,,,,Marketta481,Cherie102,Little434,,,,white,nonhispanic,F,Pinesdale  Montana  US,917 Jones Light,Billings,Montana,Yellowstone County,30111.0,59101,45.79100290404429,-108.70747503597146,19085.14,5733.59,93457
c3ef6a9e-281b-7a93-bc83-918673ac4238,1966-11-17,,999-86-8879,S99983566,X59824774X,Mrs.,Jonelle857,Irmgard696,Harber290,,Lehner980,D,white,nonhispanic,F,Lewistown  Montana  US,521 Bechtelar Loaf Suite 79,Billings,Montana,Yellowstone County,30111.0,59101,45.75408150323321,-108.57978255828036,984513.83,214271.88,93654
1cd3a3b1-bcea-9418-2aad-f96e585f21ee,2016-07-28,,999-57-9610,,,,Donnie175,Antone63,Dicki44,,,,white,nonhispanic,M,Missoula  Montana  US,922 Becker Avenue Unit 73,Billings,Montana,Yellowstone County,30111.0,59102,45.74925183606844,-108.5380243455228,37430.47,18404.04,62529
92a5c468-8c0e-dc73-a9f4-4c66994764e1,2022-09-13,,999-88-7184,,,,Saul605,Rubin812,Abernathy524,,,,white,nonhispanic,M,Stevensville  Montana  US,281 Emmerich Underpass,Helena,Montana,Lewis and Clark County,30049.0,59635,46.54335056087506,-112.23028494419052,14410.53,2807.92,35977
e9e7d33c-8a92-f0bb-dfb6-2b46cb8fdb22,1978-02-27,,999-54-9277,S99968994,X9575237X,Mr.,Rocky100,Gale827,Waters156,,,M,white,nonhispanic,M,Kalispell  Montana  US,1079 Johnson Route Unit 42,Churchill,Montana,Gallatin County,,0,45.795087216431135,-111.3005204398486,110702.03,27106.71,90655
93e8e0ea-f1c6-ffc6-6a4a-302ed9c67a06,2022-11-09,,999-32-7532,,,,Hershel911,,Kessler503,,,,native,nonhispanic,M,Missoula  Montana  US,926 Grimes Meadow,Fort Benton,Montana,Chouteau County,30015.0,59442,47.851448370885,-110.66766721269532,7599.37,0.0,83800
c2cf67e1-ec6b-a518-1605-6b6bf717bd31,2010-06-22,,999-68-3656,,,,Evan94,Genevive999,Von197,,,,hawaiian,nonhispanic,F,Great Falls  Montana  US,519 Hartmann Terrace,Helena Valley Southeast,Montana,Lewis and Clark County,,0,46.585049704655646,-111.90239413123771,55486.51,320935.64,99755
b8ef0f39-529a-5fd3-f403-375a7c7595a5,2007-04-15,,999-96-1391,S99929409,,Ms.,Dian810,Raylene798,Balistreri607,,,,native,nonhispanic,F,Great Falls  Montana  US,1075 Blanda Overpass,Billings,Montana,Yellowstone County,30111.0,59106,45.82058641774864,-108.55709665164107,4097.06,88111.57,4191
9df383c8-e7c2-4aad-46f3-fe55c0b69844,1991-03-23,,999-53-8990,S99943647,X26072047X,Mrs.,Abbey813,Tess185,Orn563,,Jacobs452,M,white,nonhispanic,F,Billings  Montana  US,842 Robel Station Apt 60,Lewistown Heights,Montana,Fergus County,,0,47.041631690182186,-109.42447513687338,89574.74,131842.17,60371
d3a03b5a-da9e-354f-bdd2-5d7796c3b8dc,2023-09-16,,999-47-2386,,,,Queen50,Camilla89,Morar593,,,,white,nonhispanic,F,Havre  Montana  US,1045 Mitchell Wynd,Helena Valley Southeast,Montana,Lewis and Clark County,,0,46.57566289273187,-111.8951978181042,6869.9,978.59,38404
b3dd3e0e-6c30-92d0-a446-7cf1924ebbbf,1996-09-21,,999-13-7413,S99953230,X62771387X,Mr.,Andrew29,Mohammed454,Langosh790,,,M,white,nonhispanic,M,Bozeman  Montana  US,1099 Gleichner Landing Suite 74,Shelby,Montana,Toole County,30101.0,59474,48.48470540273607,-111.70618194323124,101954.51,0.0,62676
86b59ee5-44bb-0ffd-ff0f-d5d220506202,1967-08-25,2002-01-22,999-60-2415,S99918841,X5707031X,Mrs.,Juliane376,Dan465,Johns824,,Quigley282,M,white,nonhispanic,F,Livingston  Montana  US,876 Kemmer Estate,Kalispell,Montana,Flathead County,30029.0,59901,48.23821564344672,-114.41873603706976,16765.52,291876.24,18974
1eebae64-330f-6ae3-710f-1ac9e1aa47b1,1952-07-28,,999-60-6109,S99987945,X42332703X,Mrs.,Ashley34,Stacy406,McClure239,,Kihn564,M,white,nonhispanic,F,Malta  Montana  US,927 Hyatt Byway Unit 63,Bozeman,Montana,Gallatin County,30031.0,59715,45.579830649419485,-111.09048694375268,996988.52,403439.2,56296
92ec36fa-174b-de7c-4bcb-a1d22358f1fb,1917-03-11,2003-04-07,999-79-4537,S99991740,X6755453X,Mr.,Reggie481,Emory494,Wunsch504,,,D,white,nonhispanic,M,Great Falls  Montana  US,140 Beatty Highlands,Conrad,Montana,Pondera County,30073.0,59425,48.22202264938343,-111.90808104184062,166655.56,1284156.62,62665
06b3fefe-0880-0e0d-b167-09a85b5e3fe3,1949-09-05,1992-05-26,999-56-4528,S99984623,X45218112X,Mrs.,Dorotea472,Ariadna374,Rodarte647,,Piña753,M,white,hispanic,F,Guatemala City  Guatemala  GT,834 Bernier Junction,Anaconda-Deer Lodge County,Montana,Deer Lodge County,30023.0,59711,46.33350900602514,-112.72642299899768,369398.86,1260191.97,32295
